createur,voie,commanditaire,page_annonceuse,debut_diffusion,plateformes,ad_id,extrait,url_apercu
@tendriade.officiel,pseudo ecrit tel quel,Tendriade (Bigard / Van Drie),Tendriade,2025-09-18,instagram,671461468791166,"🍴 Aujourd'hui, on retrouve Baptiste en cuisine avec sa recette préférée de la rentrée 👉 un bowl plein de saveurs 🥗🥢 : patate douce, riz complet, carottes, concombre, avocat et la délicieuse milanaise de veau @tendriade.officiel !  Suivez les étapes de la recette en vidéo ! 👇  #encuisine #recette #bo",https://www.facebook.com/ads/archive/render_ad/?id=671461468791166&access_token=JETON_RETIRE
@tendriade.officiel,pseudo ecrit tel quel,Tendriade (Bigard / Van Drie),Tendriade,2025-09-15,instagram,1128849549450062,ON LANCE LES PARIS : Nous sommes certains que vous ne pourrez résister à cette recette !  Des tacos revisités avec du moelleux de veau aux noix de cajou ...succès garanti !   Par ici la recette 👇 Les ingrédients (pour 5 personnes) :  - 600g de moelleux au veau à cuisiner @tendriade.officiel  - 150 g,https://www.facebook.com/ads/archive/render_ad/?id=1128849549450062&access_token=JETON_RETIRE
@tendriade.officiel,pseudo ecrit tel quel,Tendriade (Bigard / Van Drie),Tendriade,2025-09-10,instagram,1324118902569895,"🍛 Pour celles et ceux qui sont déjà nostalgiques de leurs vacances, prenez votre paire de baguettes 🥢  et suivez les étapes de cette recette de Pad Thaï au veau !   @tendriade.officiel vous embarque  dans une destination savoureusement ensoleillée ☀️ vous embarque dans une destination savoureusement",https://www.facebook.com/ads/archive/render_ad/?id=1324118902569895&access_token=JETON_RETIRE
@tendriade.officiel,pseudo ecrit tel quel,Tendriade (Bigard / Van Drie),Tendriade,2025-09-03,instagram,1530918421619662,"🧒 Une recette ULTRA rapide, pour régaler et amuser les plus petits 🤪 !  Quels sont vos tips pour rendre vos assiettes ludiques et colorées ?  🤡 Partagez-nous vos réponses en commentaire !   Vous aurez besoin de (pour 4 enfants)  - 4 hachés de veau Junior @tendriade.officiel  - 250g de pâtes colorées",https://www.facebook.com/ads/archive/render_ad/?id=1530918421619662&access_token=JETON_RETIRE
exemple,vocabulaire de collaboration,Tendriade (Bigard / Van Drie),Tendriade,2025-09-03,instagram,1530918421619662,"🧒 Une recette ULTRA rapide, pour régaler et amuser les plus petits 🤪 !  Quels sont vos tips pour rendre vos assiettes ludiques et colorées ?  🤡 Partagez-nous vos réponses en commentaire !   Vous aurez besoin de (pour 4 enfants)  - 4 hachés de veau Junior @tendriade.officiel  - 250g de pâtes colorées",https://www.facebook.com/ads/archive/render_ad/?id=1530918421619662&access_token=JETON_RETIRE
exemple,vocabulaire de collaboration,Tendriade (Bigard / Van Drie),Tendriade,2025-09-03,facebook,1455205732293583,"🧒 Une recette ULTRA rapide, pour régaler et amuser les plus petits 🤪 !  Quels sont vos tips pour rendre vos assiettes ludiques et colorées ?  🤡 Partagez-nous vos réponses en commentaire !   Vous aurez besoin de (pour 4 enfants)  - 4 hachés de veau Junior Tendriade  - 250g de pâtes colorées  - Ketchu",https://www.facebook.com/ads/archive/render_ad/?id=1455205732293583&access_token=JETON_RETIRE
@tendriade.officiel,pseudo ecrit tel quel,Tendriade (Bigard / Van Drie),Tendriade,2025-09-01,instagram,2011499019659373, Tendriade | Viande de Veau (@tendriade.officiel) • Instagram photos and videos | Tendriade | Viande de Veau (@tendriade.officiel) • Instagram photos and videos | Tendriade | Viande de Veau (@tendriade.officiel) • Instagram photos and videos | Tendriade | Viande de Veau (@tendriade.officiel) • Insta,https://www.facebook.com/ads/archive/render_ad/?id=2011499019659373&access_token=JETON_RETIRE
@tendriade.officiel,pseudo ecrit tel quel,Tendriade (Bigard / Van Drie),Tendriade,2025-08-22,instagram,742491305220389,"👀 Que recherchez-vous dans une recette de cuisine ?  Pour @tendriade.officiel c'est de la générosité, du réconfort, de l'❤️ et du goût !  Paupiette + linguine = confort food à l'italienne 🤌! Par ici la recette 👇  Ingrédients : (pour 3 personnes) - 1 barquette de 3 paupiettes de veau Tendriade - 4 to",https://www.facebook.com/ads/archive/render_ad/?id=742491305220389&access_token=JETON_RETIRE
cuisine,vocabulaire de collaboration,Tendriade (Bigard / Van Drie),Tendriade,2025-08-22,instagram,742491305220389,"👀 Que recherchez-vous dans une recette de cuisine ?  Pour @tendriade.officiel c'est de la générosité, du réconfort, de l'❤️ et du goût !  Paupiette + linguine = confort food à l'italienne 🤌! Par ici la recette 👇  Ingrédients : (pour 3 personnes) - 1 barquette de 3 paupiettes de veau Tendriade - 4 to",https://www.facebook.com/ads/archive/render_ad/?id=742491305220389&access_token=JETON_RETIRE
préparer,vocabulaire de collaboration,Tendriade (Bigard / Van Drie),Tendriade,2025-08-21,instagram,2164919877268957,"😋 Le goût du Sud dans votre assiette !  Envie d'une escale ensoleillée ? Alors succombez aux tendrons de veau grillés, sublimés par des légumes colorés et parfumés au thym et à l'huile d'olive ! Découvrez une recette pleine de ☀️ qui évoque la Provence à chaque bouchée 👇  Ingrédients : (pour 3 perso",https://www.facebook.com/ads/archive/render_ad/?id=2164919877268957&access_token=JETON_RETIRE
@legaulois_officiel,pseudo ecrit tel quel,Le Gaulois (LDC),Le Gaulois,2026-08-26,facebook | instagram,1627245342451232,"CONCOURS ! 🚴 La course est terminée, mais il nous reste tout UN set de Départ’aimants collector du tour parfait pour ton réfrigérateur ! 🧲   Combien de Départ’aimants du Tour de France se cachent sur cette image ? 👀   Donne ta réponse en commentaire et tente de remporter un set de Départ’aimants col",https://www.facebook.com/ads/archive/render_ad/?id=1627245342451232&access_token=JETON_RETIRE
@legaulois_officiel,pseudo ecrit tel quel,Le Gaulois (LDC),Le Gaulois,2026-08-18,instagram,1366099412366752,"ALERTE CONCOURS ‼️ On t’offre un BBQ portatif, à emporter partout (même sur le balcon). C’est le feu non ? (enfin il est éléctrique lui …) 🔥​  COMMENT JOUER ?​ 1- Follow @legaulois_officiel pour les inspirations brochettes et saucisses de volaille​  2- Like ce post  3- Tague les potes que tu invites",https://www.facebook.com/ads/archive/render_ad/?id=1366099412366752&access_token=JETON_RETIRE
@legaulois_officiel,pseudo ecrit tel quel,Le Gaulois (LDC),Le Gaulois,2026-08-10,instagram,27610147242018660,On passe toujours de superbe pause dej’ avec Papy Serge et @legaulois_officiel 🙏🥪 ,https://www.facebook.com/ads/archive/render_ad/?id=27610147242018660&access_token=JETON_RETIRE
Papy,vocabulaire de collaboration,Le Gaulois (LDC),Le Gaulois,2026-08-10,instagram,27610147242018660,On passe toujours de superbe pause dej’ avec Papy Serge et @legaulois_officiel 🙏🥪 ,https://www.facebook.com/ads/archive/render_ad/?id=27610147242018660&access_token=JETON_RETIRE
@vandbfest,pseudo ecrit tel quel,Le Gaulois (LDC),Le Gaulois,2026-07-31,instagram,1774951923684246,CONCOURS Le festival @vandbfest revient et on vous régale !  📍 Quand : le samedi 22 et dimanche 23 août 🎁 2 pass VandB Fest’ offerts pour toi et ton invité  🐔 Du gros son dans les oreilles et des saveurs Le Gaulois plein la bouche  COMMENT JOUER ? 1- FOLLOW @legaulois (logique) et like ce post 2- TA,https://www.facebook.com/ads/archive/render_ad/?id=1774951923684246&access_token=JETON_RETIRE
@legaulois_officiel,pseudo ecrit tel quel,Le Gaulois (LDC),Le Gaulois,2026-07-31,instagram,1774951923684246,CONCOURS Le festival @vandbfest revient et on vous régale !  📍 Quand : le samedi 22 et dimanche 23 août 🎁 2 pass VandB Fest’ offerts pour toi et ton invité  🐔 Du gros son dans les oreilles et des saveurs Le Gaulois plein la bouche  COMMENT JOUER ? 1- FOLLOW @legaulois (logique) et like ce post 2- TA,https://www.facebook.com/ads/archive/render_ad/?id=1774951923684246&access_token=JETON_RETIRE
@vandbfest,pseudo ecrit tel quel,Le Gaulois (LDC),Le Gaulois,2026-07-28,instagram,1449466426939501,CONCOURS Le festival @vandbfest revient et on vous régale !  📍 Quand : le samedi 22 et dimanche 23 août 🎁 2 pass VandB Fest’ offerts pour toi et ton invité  🐔 Du gros son dans les oreilles et des saveurs Le Gaulois plein la bouche  COMMENT JOUER ? 1- FOLLOW @legaulois (logique) et like ce post 2- TA,https://www.facebook.com/ads/archive/render_ad/?id=1449466426939501&access_token=JETON_RETIRE
@legaulois_officiel,pseudo ecrit tel quel,Le Gaulois (LDC),Le Gaulois,2026-07-28,instagram,1449466426939501,CONCOURS Le festival @vandbfest revient et on vous régale !  📍 Quand : le samedi 22 et dimanche 23 août 🎁 2 pass VandB Fest’ offerts pour toi et ton invité  🐔 Du gros son dans les oreilles et des saveurs Le Gaulois plein la bouche  COMMENT JOUER ? 1- FOLLOW @legaulois (logique) et like ce post 2- TA,https://www.facebook.com/ads/archive/render_ad/?id=1449466426939501&access_token=JETON_RETIRE
@vandbfest,pseudo ecrit tel quel,Le Gaulois (LDC),Le Gaulois,2026-07-28,instagram,1805667104129623,CONCOURS Le festival @vandbfest revient et on vous régale !  📍 Quand : le samedi 22 et dimanche 23 août 🎁 2 pass VandB Fest’ offerts pour toi et ton invité  🐔 Du gros son dans les oreilles et des saveurs Le Gaulois plein la bouche  COMMENT JOUER ? 1- FOLLOW @legaulois (logique) et like ce post 2- TA,https://www.facebook.com/ads/archive/render_ad/?id=1805667104129623&access_token=JETON_RETIRE
@legaulois_officiel,pseudo ecrit tel quel,Le Gaulois (LDC),Le Gaulois,2026-07-28,instagram,1805667104129623,CONCOURS Le festival @vandbfest revient et on vous régale !  📍 Quand : le samedi 22 et dimanche 23 août 🎁 2 pass VandB Fest’ offerts pour toi et ton invité  🐔 Du gros son dans les oreilles et des saveurs Le Gaulois plein la bouche  COMMENT JOUER ? 1- FOLLOW @legaulois (logique) et like ce post 2- TA,https://www.facebook.com/ads/archive/render_ad/?id=1805667104129623&access_token=JETON_RETIRE
@legaulois_officiel,pseudo ecrit tel quel,Le Gaulois (LDC),Le Gaulois,2026-07-20,facebook | instagram,1036501135422373, Le Gaulois (@legaulois_officiel) • Instagram photos and videos | Le Gaulois (@legaulois_officiel) • Instagram photos and videos | Le Gaulois (@legaulois_officiel) • Instagram photos and videos | Le Gaulois (@legaulois_officiel) • Instagram photos and videos | Le Gaulois (@legaulois_officiel) • Inst,https://www.facebook.com/ads/archive/render_ad/?id=1036501135422373&access_token=JETON_RETIRE
@legaulois_officiel,pseudo ecrit tel quel,Le Gaulois (LDC),Le Gaulois,2026-07-16,facebook | instagram,1793116422052717,Prochaine fois on fait descendre Papy dans le toboggan? @legaulois_officiel 🚴 ,https://www.facebook.com/ads/archive/render_ad/?id=1793116422052717&access_token=JETON_RETIRE
@legaulois_officiel,pseudo ecrit tel quel,Le Gaulois (LDC),Le Gaulois,2026-07-16,facebook | instagram,1337764061887425,Ça fait un bail qu’on a mangé le brésil... pour l’Espagne ça attendra un peu 💔 Le Gaulois (@legaulois_officiel) • Instagram photos and videos,https://www.facebook.com/ads/archive/render_ad/?id=1337764061887425&access_token=JETON_RETIRE
@rom_laurent,pseudo ecrit tel quel,Le Gaulois (LDC),Le Gaulois,2026-07-15,facebook | instagram,27587089407588535,Il va falloir faire partie du peloton de tête si vous voulez collectionner sur votre frigo nos 28 MAGNETS DÉPART’AIMANTS en édition ultra limitée pour ce #TDF 2026 🐔🚴‍♂️🧲  Nb : Ils sont uniquement dispos sur nos animations de départ et/ou d’arrivée selon les étapes du Tour de France.  Crédit photo :,https://www.facebook.com/ads/archive/render_ad/?id=27587089407588535&access_token=JETON_RETIRE
@legaulois_officiel,pseudo ecrit tel quel,Le Gaulois (LDC),Le Gaulois,2026-07-10,facebook | instagram,1764520828118770,"Si tu coches plus de 5 cases, tu es officiellement un excellent supporter Gaulois du Tour de France !   PS : La case sandwich poulet Le Gaulois compte double 🐔🚴💛 Le Gaulois (@legaulois_officiel) • Instagram photos and videos",https://www.facebook.com/ads/archive/render_ad/?id=1764520828118770&access_token=JETON_RETIRE
PANÉ,vocabulaire de collaboration,Le Gaulois (LDC),Le Gaulois,2026-07-08,facebook,1850131879725777,"🚨 ALERTE ALERTE, ON A UN GAGNANT ! 🚨  Les débats étaient CHAUDS, les votes TENDUS, les commentaires bien croustillants (mais on adore)... ET MAINTENANT ? ON A LA RECETTE DE PANÉ PRÉFÉRÉE DES FRANÇAIS! 🇫🇷  Notre équipe R&D va travailler comme des DINGUES pour la créer ! Et bientôt... BOUM en rayon ri",https://www.facebook.com/ads/archive/render_ad/?id=1850131879725777&access_token=JETON_RETIRE
PANÉ,vocabulaire de collaboration,Le Gaulois (LDC),Le Gaulois,2026-07-08,instagram,1017885081167016,"🚨 ALERTE ALERTE, ON A UN GAGNANT ! 🚨  Les débats étaient CHAUDS, les votes TENDUS, les commentaires bien croustillants (mais on adore)... ET MAINTENANT ? ON A LA RECETTE DE PANÉ PRÉFÉRÉE DES FRANÇAIS! 🇫🇷  Notre équipe R&D va travailler comme des DINGUES pour la créer ! Et bientôt... BOUM en rayon ri",https://www.facebook.com/ads/archive/render_ad/?id=1017885081167016&access_token=JETON_RETIRE
@legaulois_officiel,pseudo ecrit tel quel,Le Gaulois (LDC),Le Gaulois,2026-07-02,instagram,1980410855988421,"STOP. ON T’OFFRE LA POSSIBILITÉ DE MONTER DANS LA CARAVANE LE GAULOIS. OUI, TU AS BIEN LU.  Tu connais les fameux chars cocotte du Tour de France ? Ceux que tout le monde veut prendre en photo ? BINGO, on te file 2 places pour passer LA journée de ta vie sur la caravane Le Gaulois ! 🤯  📍Où ? GAP ➡️ ",https://www.facebook.com/ads/archive/render_ad/?id=1980410855988421&access_token=JETON_RETIRE
Etienne Coudret,compte connu du registre,Le Gaulois (LDC),Le Gaulois,2026-07-02,instagram,1980410855988421,"STOP. ON T’OFFRE LA POSSIBILITÉ DE MONTER DANS LA CARAVANE LE GAULOIS. OUI, TU AS BIEN LU.  Tu connais les fameux chars cocotte du Tour de France ? Ceux que tout le monde veut prendre en photo ? BINGO, on te file 2 places pour passer LA journée de ta vie sur la caravane Le Gaulois ! 🤯  📍Où ? GAP ➡️ ",https://www.facebook.com/ads/archive/render_ad/?id=1980410855988421&access_token=JETON_RETIRE
pané,vocabulaire de collaboration,Le Gaulois (LDC),Le Gaulois,2026-06-29,facebook,2454388435030367,"Il ne vous reste plus que quelques jours pour voter pour la recette que vous souhaitez voir en magasin, sur les comptes de Studio Danielle et Jesta Hillmann !  go, go, goooooooo pour choisir la recette de pané Le Gaulois 2027 ! ",https://www.facebook.com/ads/archive/render_ad/?id=2454388435030367&access_token=JETON_RETIRE
Daniel Lee,compte connu du registre,Le Gaulois (LDC),Le Gaulois,2026-06-29,facebook,2454388435030367,"Il ne vous reste plus que quelques jours pour voter pour la recette que vous souhaitez voir en magasin, sur les comptes de Studio Danielle et Jesta Hillmann !  go, go, goooooooo pour choisir la recette de pané Le Gaulois 2027 ! ",https://www.facebook.com/ads/archive/render_ad/?id=2454388435030367&access_token=JETON_RETIRE
@lestudiodanielle,pseudo ecrit tel quel,Le Gaulois (LDC),Le Gaulois,2026-06-29,facebook,1355192196542745,"🚨 C’est le moment de voter pour la recette de pané que vous voulez voir en magasin en 2027 !   Entre le pané poulet chèvre miel de @lestudiodanielle  et le poulet chorizo cheddar de @jesta_hillmann , quelle recette préférez-vous ?? Pour voter, ça se passe en commentaire ⬇️  Fin des votes le 30.06 Rè",https://www.facebook.com/ads/archive/render_ad/?id=1355192196542745&access_token=JETON_RETIRE
